date,map,opponent,team,win,roundsWon,roundsLost
26/09/18,Mirage,SuperJymy,fnatic Academy,W,19,17
7/9/2018,Train,WINside,fnatic Academy,W,16,12
7/9/2018,Mirage,WINside,fnatic Academy,W,16,9
5/9/2018,Train,PANTHERS,fnatic Academy,W,16,6
5/9/2018,Inferno,PANTHERS,fnatic Academy,W,16,11
5/9/2018,Overpass,PANTHERS,fnatic Academy,L,10,16
3/9/2018,Cache,Bpro,fnatic Academy,L,12,16
3/9/2018,Inferno,Bpro,fnatic Academy,L,8,16
26/08/18,Inferno,Business 5,fnatic Academy,L,7,16
26/08/18,Train,Business 5,fnatic Academy,W,16,11
26/08/18,Overpass,Business 5,fnatic Academy,L,11,16
20/08/18,Inferno,Bpro,fnatic Academy,L,14,16
20/08/18,Cache,Bpro,fnatic Academy,L,1,16
14/08/18,Train,HAVU,fnatic Academy,L,6,16
14/08/18,Mirage,HAVU,fnatic Academy,L,8,16
12/8/2018,Mirage,x-kom,fnatic Academy,W,16,7
12/8/2018,Inferno,x-kom,fnatic Academy,W,16,1
8/8/2018,Inferno,Endpoint,fnatic Academy,L,8,16
8/8/2018,Overpass,Endpoint,fnatic Academy,L,8,16
3/8/2018,Inferno,Nordavind,fnatic Academy,W,16,8
2/8/2018,Mirage,x-kom,fnatic Academy,L,5,16
30/07/18,Cache,SuperJymy,fnatic Academy,W,16,10
29/07/18,Inferno,Royal Bandits,fnatic Academy,L,13,16
27/07/18,Inferno,unknown,fnatic Academy,W,16,14
27/07/18,Overpass,unknown,fnatic Academy,W,16,13
27/07/18,Cache,unknown,fnatic Academy,L,12,16
10/7/2018,Inferno,PANTHERS,fnatic Academy,W,16,7
10/7/2018,Train,PANTHERS,fnatic Academy,L,12,16
10/7/2018,Mirage,PANTHERS,fnatic Academy,W,16,9
12/6/2018,Inferno,WASD,fnatic Academy,W,16,14
3/6/2018,Cache,Japaleno,fnatic Academy,L,8,16
3/6/2018,Overpass,Japaleno,fnatic Academy,L,2,16
29/10/18,Mirage,Flow,Tempo Storm,W,16,14
18/10/18,Mirage,Movistar Riders,Tempo Storm,L,11,16
18/10/18,Inferno,Movistar Riders,Tempo Storm,W,16,9
18/10/18,Cache,Movistar Riders,Tempo Storm,L,4,16
4/10/2018,Cache,Imperial,Tempo Storm,L,8,16
4/10/2018,Train,Imperial,Tempo Storm,L,13,16
4/10/2018,Dust2,Imperial,Tempo Storm,W,16,6
4/10/2018,Mirage,Imperial,Tempo Storm,W,16,12
30/09/18,Mirage,Chaos,Tempo Storm,W,16,5
30/09/18,Inferno,Chaos,Tempo Storm,L,16,19
30/09/18,Train,Chaos,Tempo Storm,W,19,17
26/09/18,Mirage,Movistar Riders,Tempo Storm,W,16,7
26/09/18,Dust2,Movistar Riders,Tempo Storm,W,16,13
26/09/18,Inferno,Movistar Riders,Tempo Storm,L,8,16
12/9/2018,Train,forZe,Tempo Storm,L,8,16
4/9/2018,Train,AGO,Tempo Storm,L,4,16
4/9/2018,Mirage,AGO,Tempo Storm,L,6,16
27/08/18,Inferno,Unique,Tempo Storm,W,16,7
27/08/18,Mirage,Unique,Tempo Storm,W,16,13
27/07/18,Nuke,EURONICS,Tempo Storm,L,4,16
27/07/18,Dust2,EURONICS,Tempo Storm,L,13,16
24/07/18,Inferno,forZe,Tempo Storm,L,9,16
24/07/18,Mirage,forZe,Tempo Storm,L,12,16
26/06/18,Inferno,ALTERNATE aTTaX,Tempo Storm,L,8,16
12/6/2018,Inferno,Singularity,Tempo Storm,L,13,16
12/6/2018,Overpass,Singularity,Tempo Storm,L,7,16
5/6/2018,Train,HAVU,Tempo Storm,L,7,16
31/05/18,Dust2,LDLC,Tempo Storm,L,7,16
30/05/18,Inferno,Windigo,Tempo Storm,W,16,9
16/05/18,Train,Kinguin,Tempo Storm,L,9,16
16/05/18,Dust2,Kinguin,Tempo Storm,L,10,16
27/10/18,Cache,Andes,Malvinas,L,7,16
27/10/18,Dust2,Andes,Malvinas,L,9,16
18/09/18,Cache,Quad,Malvinas,W,16,10
18/09/18,Nuke,Quad,Malvinas,W,16,7
11/9/2018,Mirage,Blue Void,Malvinas,W,16,12
5/8/2018,Mirage,Furious,Malvinas,L,8,16
5/8/2018,Inferno,Furious,Malvinas,L,14,16
2/8/2018,Dust2,YeaH!,Malvinas,L,3,16
2/8/2018,Nuke,YeaH!,Malvinas,L,6,16
5/6/2018,Cache,Furious,Malvinas,W,16,12
5/6/2018,Overpass,Furious,Malvinas,W,16,8
5/6/2018,Mirage,Furious,Malvinas,L,14,16
24/05/18,Mirage,Coscu Army,Malvinas,W,16,10
6/11/2018,Overpass,GoldenGitte,Nemiga,W,19,16
1/10/2018,Train,Imperial,Nemiga,L,8,16
18/09/18,Nuke,LDLC,Nemiga,L,10,16
18/09/18,Mirage,LDLC,Nemiga,L,12,16
29/07/18,Train,Syman,Nemiga,L,5,16
29/07/18,Inferno,Syman,Nemiga,L,20,22
28/07/18,Overpass,Monolith,Nemiga,W,16,10
28/07/18,Inferno,Monolith,Nemiga,W,19,17
24/07/18,Inferno,3DMAX,Nemiga,L,7,16
24/07/18,Train,3DMAX,Nemiga,L,14,16
3/6/2018,Train,EPG,Nemiga,W,16,12
3/6/2018,Inferno,EPG,Nemiga,L,6,16
3/6/2018,Nuke,EPG,Nemiga,W,16,10
2/6/2018,Overpass,pro100,Nemiga,W,16,9
2/6/2018,Inferno,pro100,Nemiga,W,16,4
21/05/18,Dust2,Space Jam,Nemiga,L,14,16
21/05/18,Mirage,Space Jam,Nemiga,L,19,22
21/05/18,Nuke,Space Jam,Nemiga,W,16,13
16/11/18,Inferno,ViCi,Flash,L,19,22
16/11/18,Mirage,ViCi,Flash,L,11,16
15/11/18,Mirage,EHOME,Flash,W,16,5
15/11/18,Inferno,EHOME,Flash,W,16,6
5/11/2018,Mirage,Vindicta,Flash,W,19,15
20/10/18,Cache,5POWER,Flash,W,16,7
20/10/18,Train,5POWER,Flash,W,16,12
20/10/18,Dust2,5POWER,Flash,L,8,16
19/10/18,Cache,Beyond,Flash,W,16,10
19/10/18,Mirage,Beyond,Flash,W,16,8
18/10/18,Train,Beyond,Flash,W,16,3
2/10/2018,Inferno,CyberZen,Flash,L,11,16
1/10/2018,Inferno,MAX,Flash,W,16,10
16/09/18,Cache,5POWER,Flash,L,3,16
16/09/18,Mirage,5POWER,Flash,W,16,13
16/09/18,Dust2,5POWER,Flash,L,10,16
16/09/18,Mirage,5POWER,Flash,L,10,16
16/09/18,Dust2,5POWER,Flash,L,10,16
24/08/18,Cache,MIBR,Flash,L,1,16
24/08/18,Inferno,MIBR,Flash,L,3,16
19/08/18,Cache,MiTH,Flash,W,16,8
19/08/18,Overpass,MiTH,Flash,W,16,5
19/08/18,Train,CyberZen,Flash,L,9,16
19/08/18,Mirage,CyberZen,Flash,L,10,16
17/08/18,Cache,MVP PK,Flash,L,12,16
17/08/18,Train,MVP PK,Flash,W,16,7
17/08/18,Mirage,MVP PK,Flash,L,12,16
16/08/18,Inferno,ROAR,Flash,W,16,5
11/8/2018,Dust2,5POWER,Flash,L,9,16
11/8/2018,Mirage,5POWER,Flash,L,13,16
11/8/2018,Cache,5POWER,Flash,W,16,10
11/8/2018,Mirage,Alpha Red,Flash,W,16,5
8/7/2018,Dust2,OFFSET.OMNI,OFFSET,L,9,16
8/7/2018,Cache,OFFSET.OMNI,OFFSET,L,7,16
8/7/2018,Inferno,OFFSET.OMNI,OFFSET,L,14,16
7/7/2018,Inferno,HEXAGONE,OFFSET,W,16,12
16/06/18,Inferno,HEXAGONE,OFFSET,W,16,14
16/06/18,Train,HEXAGONE,OFFSET,W,16,9
16/06/18,Dust2,HEXAGONE,OFFSET,W,16,5
9/6/2018,Train,Giants,OFFSET,L,3,16
9/6/2018,Overpass,Giants,OFFSET,L,11,16
27/05/18,Inferno,HEXAGONE,OFFSET,L,13,16
27/05/18,Cache,HEXAGONE,OFFSET,L,6,16
27/10/18,Inferno,Sad Story,QuestionMark,W,16,12
27/10/18,Overpass,Sad Story,QuestionMark,W,16,11
27/10/18,Mirage,Sad Story,QuestionMark,L,9,16
29/09/18,Mirage,Revolution,QuestionMark,L,15,19
29/09/18,Cache,Revolution,QuestionMark,L,4,16
1/9/2018,Dust2,Revolution,QuestionMark,L,9,16
1/9/2018,Mirage,Revolution,QuestionMark,L,6,16
1/9/2018,Mirage,Sabertooth,QuestionMark,W,16,8
1/9/2018,Inferno,Sabertooth,QuestionMark,W,16,6
1/9/2018,Cache,Sabertooth,QuestionMark,L,10,16
1/7/2018,Overpass,Beyond,QuestionMark,L,12,16
1/7/2018,Train,Beyond,QuestionMark,L,6,16
4/9/2018,Nuke,Vexed,WE HAWT,W,16,12
4/9/2018,Mirage,Vexed,WE HAWT,W,16,11
4/9/2018,Train,Vexed,WE HAWT,L,3,16
3/9/2018,Dust2,Royal Bandits,WE HAWT,W,16,7
3/9/2018,Mirage,Royal Bandits,WE HAWT,W,16,10
3/9/2018,Cache,Royal Bandits,WE HAWT,L,5,16
11/8/2018,Inferno,fish123,WE HAWT,L,0,16
11/8/2018,Train,fish123,WE HAWT,W,16,4
11/8/2018,Mirage,fish123,WE HAWT,L,12,16
16/11/18,Dust2,MVP PK,GOSU,L,4,16
16/11/18,Train,MVP PK,GOSU,L,5,16
15/11/18,Overpass,2990,GOSU,W,16,7
15/11/18,Cache,2990,GOSU,W,16,9
26/10/18,Train,FrostFire,GOSU,W,16,9
26/10/18,Inferno,FrostFire,GOSU,W,16,8
19/10/18,Mirage,TYLOO,GOSU,L,5,16
19/10/18,Cache,TYLOO,GOSU,L,12,16
26/09/18,Mirage,Flash,GOSU,W,16,11
26/09/18,Cache,Flash,GOSU,W,16,6
23/09/18,Inferno,New4,GOSU,W,16,10
1/9/2018,Nuke,MVP PK,GOSU,L,13,16
18/08/18,Cache,MiTH,GOSU,L,14,16
18/08/18,Inferno,MiTH,GOSU,L,11,16
18/08/18,Overpass,MiTH,GOSU,W,16,2
17/08/18,Train,TYLOO,GOSU,L,12,16
17/08/18,Inferno,TYLOO,GOSU,L,10,16
17/08/18,Mirage,TYLOO,GOSU,W,16,12
16/08/18,Overpass,Flash,GOSU,L,3,16
27/07/18,Inferno,Tainted Minds,GOSU,L,12,16
27/07/18,Cache,Tainted Minds,GOSU,L,4,16
30/06/18,Mirage,Ignis,GOSU,W,16,12
30/06/18,Train,Ignis,GOSU,W,16,13
17/06/18,Train,Beyond,GOSU,L,7,16
17/06/18,Mirage,Beyond,GOSU,L,9,16
3/10/2018,Inferno,Ambush,unknown,L,8,16
3/10/2018,Nuke,Ambush,unknown,W,16,14
3/10/2018,Overpass,Ambush,unknown,L,6,16
24/09/18,Inferno,expert,unknown,W,16,11
24/09/18,Dust2,expert,unknown,L,10,16
24/09/18,Nuke,expert,unknown,W,16,13
8/9/2018,Inferno,ALTERNATE aTTaX,unknown,L,14,16
8/9/2018,Dust2,ALTERNATE aTTaX,unknown,L,4,16
8/9/2018,Nuke,ALTERNATE aTTaX,unknown,W,16,12
7/9/2018,Inferno,Vulture,unknown,W,22,18
29/08/18,Inferno,Squared,unknown,W,16,14
29/08/18,Cache,Squared,unknown,W,16,10
29/08/18,Train,Squared,unknown,L,10,16
28/08/18,Inferno,Ignite,unknown,W,16,13
28/08/18,Dust2,Aerox,unknown,W,16,7
28/08/18,Inferno,Squared,unknown,W,19,17
19/08/18,Nuke,Bpro,unknown,L,13,16
19/08/18,Cache,Bpro,unknown,L,11,16
27/07/18,Inferno,fnatic Academy,unknown,L,14,16
27/07/18,Overpass,fnatic Academy,unknown,L,13,16
27/07/18,Cache,fnatic Academy,unknown,W,16,12
